sentence1,sentence2,similarity,predicted_similarity
A person is cooking some food,A person is peeling a potato,2.375,2.4425051
A man is shooting with a bow,A man is rowing a boat,0.7500000000000001,1.5822747
A man is shooting with a gun,A man is rowing a canoe,1.0,0.3261391
There is no woman dancing near a fire,A woman is cutting a tomato,0.375,0.15294498
A girl is playing a guitar,A man is not playing a guitar,2.625,2.4139829
A man is diving off a cliff,There is no man diving off a cliff,3.75,3.1819897
Two women are dancing and singing in front of a crowd,Two women are dancing and singing in front of many people,4.625,4.5363536
A lemur is licking a person's finger,A lemur is biting a person's finger,3.25,3.9735863
A lemur is licking a person's finger,An animal is biting someone's finger,2.875,2.9601839
A lemur is biting a person's finger,An animal is biting someone's finger,4.625,4.4794316
A dog is sitting on the ground,A dog is running on the ground,3.75,3.9928818
A man and a woman are driving down the road in an open-air vehicle,Two men are driving down the road in an open-air vehicle,3.46875,4.2120657
A man and a woman are driving down the road in an open-air vehicle,Two persons are driving down the street in a jeep,3.875,3.5604172
A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in a car,4.125,4.4188848
A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,3.75,3.858183
The chef is seasoning the oil,The woman is seasoning the oil,3.875,4.290225
The woman is not seasoning the oil,The woman is seasoning the oil,2.625,2.7218516
Potatoes are being sliced by a woman,A woman is slicing potatoes,4.875,3.9017243
A person is riding a horse,Potatoes are being sliced by a woman,0.0,0.06578109
Two men are fighting,The man is doing exercises,1.25,0.38409144
Someone is pouring ingredients into a pot,Someone is adding ingredients to a pot,4.25,3.5535996
A man is putting vegetables into a pot,Someone is adding ingredients to a pot,4.125,2.5316517
"A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background",A topless person with a back pack is in front of a pile of rocks and clouds are in the background,5.0,4.583231
The man is standing on a rocky mountain and gray clouds are in the background,A black topless person is packing a pile of rocks and a front of clouds are in the background,2.375,2.6540098
The dog is catching a ball,A dog is catching a ball,5.0,4.7583685
A dog is chasing a ball through dirt,The dog is catching a ball,3.35625,2.88873
"A child, who has blond hair, is holding a yellow bottle",A boy in a blue shirt has dirt on his face,0.625,1.3083273
A boy in a blue shirt has dirt on his face,There is no blond child holding a yellow bottle,0.875,0.4099243
A blond child is holding a yellow bottle,A boy has a blue face and dirt on the shirt,1.0,1.4470108
The man in a cowboy hat is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,3.25,2.5237467
A large white crane is flying near the water,"A crane, which is large and white, is flying near the water",4.875,3.605147
A white bird is landing swiftly in the water,A large white crane is flying near the water,3.25,3.0582466
A dog with golden fur is in the water,A dog with a golden coat is in the water,4.875,4.981441
A man in a big city is holding a sign and begging for money,A homeless man is putting down a sign and refusing some charity,2.5,2.8557796
A homeless man is holding up a sign and is begging for money,A man in a small city is doing charity work,1.75,1.9628148
A dog is chasing the tail of an animal in the grass,The tail of an animal is being chasing by a dog in the grass,4.875,3.994291
A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,2.625,3.2884037
A dog is chasing the tail of an animal in the grass,"A dog, which is small, is chasing a large brown cow",3.375,3.5226066
The small child is walking through the water and is being guided by another person,The small child is wading through the water and is being guided by another person,4.5,4.502827
The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,1.25,2.2577803
A woman is looking curiously at a man,A man is being curiously looked at by a woman,4.25,3.8803148
A man and a woman are outside and are wearing light colored shirts,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",2.5,2.2868032
A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",1.125,1.9033945
A brown dog is staring attentively at a brown and white dog,There is no brown dog staring attentively at a brown and white dog,3.25,3.9128282
A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,4.875,4.9803796
The man is performing a large jump,A person in a blue jacket is jumping onto a tall cement wall,2.625,3.4474282
A person in a blue jacket is jumping off of a tall cement wall,The man is performing a large jump,3.0,2.9758332
A woman in jeans is sitting on the saddle of a horse,The woman in jeans is sitting on the saddle of a horse,4.875,5.0
A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,3.375,2.643698
The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,4.125,3.958772
A person wearing jeans is sitting on top of a horse saddle,A woman in jeans is standing near a horse with a saddle,3.625,3.2844765
A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,4.125,3.8414917
A dog in a colored coat is running across the yard,A brown and black dog is resting in the leaves,2.625,1.922865
"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,3.875,3.7919362
A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,4.5,4.531956
There is no boy wearing red shorts jumping into a paddling pool,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,1.5000000000000002,2.4141612
Two people are standing in the ocean and watching the sunset,Nobody is standing in the ocean and watching the sunset,1.875,3.2936072
Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,2.875,3.3201923
Two people are standing in the ocean and watching the sunset,Two people are wading through the water,2.75,3.5172465
A race car driver is standing up and pointing his hand at the sky,A person in a blue jacket is wearing a colorful helmet,1.875,1.3167098
A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,4.875,4.2936797
A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,4.25,3.7254753
A surfer is riding the wave,A rider is waving at a surfer,1.75,3.7899823
Some people are sitting on a low cement ledge,The group of people is sitting on a rocky ledge and a scenic view is behind them,3.25,3.004754
Four people are standing on a low cement ledge,The group of people is sitting on a rocky ledge and a scenic view is behind them,1.75,2.5031936
Two girls are laughing breathlessly and other girls are watching them,Two girls are laughing and other girls are watching them,4.25,4.547188
A bicyclist is holding a bike over his head in a group of people,A bike is being held over his head by a bicyclist in a group of people,4.5,4.5052333
A bicyclist is holding a bike over his head in a group of people,A cyclist is being held over the heads of a group of people with the bike,3.0,3.369761
A lone bicyclist is putting down a bike,A cold cyclist is celebrating,2.5,1.6593051
A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,2.625,1.462627
"A man is sitting on a boat in font of the sunset, near a flag",A man is standing on a boat in front of the sunset near a flag,3.5,3.942576
There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,2.75,2.7509472
People at a drag race are looking at the flames that are coming out of the cars,People at a drag race are running away from the flames that are coming out of the cars,3.125,3.6752417
The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,3.125,3.2380939
Two dogs are cheerfully playing together on the grass,Two dogs are playing together on the grass,4.375,4.29886
A big dog and a small white dog are playing together,A big dog and a small dog with a white coat are playing together,4.375,4.53631
Two dogs are playing together on the grass,A big dog and a small white dog are walking past each other,2.625,2.9636636
A brown dog is jumping in the air,A brown dog is sitting down,1.875,2.1941693
"A dog, which is brown, is jumping in the air",A malnourished looking dog is standing on its hind legs and preparing to jump,3.0,2.4972048
A policeman is sitting on a motorcycle,A motorcyclist is sitting by a police man,3.125,1.9642724
A policeman is sitting on a motorcycle,The cop is not sitting on a police bike,3.0,2.5513859
A policeman is sitting on a motorcycle,The cop is sitting on a police bike,4.0,3.8214846
Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,4.875,4.7554383
Two women are wearing bikinis on the sandy beach,Two women are naked and are standing on the sand,2.5,3.0182652
A dog with a golden coat is swimming clumsily through the water,A dog with a golden coat is swimming through the water,4.125,3.7285926
The dog is swimming in a lake and the sun is shining on him,A dog with a golden coat is swimming through the water,3.625,3.51407
A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,3.25,2.7851355
A black dog is running in the grass and its tongue is hanging out,A black dog is lying in the grass,3.125,2.885574
"A dog, which has a black coat, is running in the grass and its tongue is hanging out",A black dog is running in the grass,4.25,4.3965178
A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,4.25,3.8521404
A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",3.125,3.0010314
A woman is playing with two young boys at a park,There is no woman playing with two young boys at a park,4.125,2.780949
A woman is playing with two young boys at a park,A lady is standing near three children,2.5,2.4033754
The woman is playing with two young boys at a park,A woman is standing near three children,1.875,2.8702025
A tan dog is running through the snow,"A dog, which is tan, is running through the snow",4.875,4.826463
A girl is wearing jeans and a pink shirt and is running,There is no girl wearing jeans and a pink shirt and running,4.0,3.0225942
The little girl in a pink shirt is running under a tree in the desert,A girl is running with a pink shirt and is not wearing jeans,2.75,3.6160333
A girl is wearing jeans and a pink shirt and is running,The little girl in a pink shirt is running under a tree in the desert,3.5,2.9885964
The white reindeer wearing dog ears is near a brown reindeer,The white dog wearing reindeer ears is near a brown dog,2.875,1.5819471
There is no young boy riding a dirt bike through the mud,A young child is riding a bike on a rough dirt path,3.25,3.1939464
"A child, who is young, is riding a bike on a rough dirt path",A young boy is riding a dirt bike through the mud,3.75,3.3206441
A young child is walking with a bike on a rough dirt path,A young boy is riding a dirt bike through the mud,3.0,3.0336328
A surfer is leaning on a surfboard,The surfer is leaning on a surfboard,5.0,4.8824463
There is no surfer leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard,2.5,2.502806
A waterfall is flowing into a shallow pool,The people are not walking on the road beside a beautiful waterfall,1.25,1.5584298
A waterfall is flowing into a shallow pool,The people are walking on the road beside a beautiful waterfall,1.6249999999999998,2.0761323
A sheepdog is grouping a herd of sheep,The sheepdog is grouping a herd of sheep,5.0,4.5687222
A dog is herding a pack of white sheep on a dusty farm,A sheepdog is dispersing a herd of sheep,4.25,3.2501423
A black man is break dancing on the pavement,The dark skinned male is standing on one hand in front of a yellow building,3.625,1.8726193
There is no person riding a bike,A bike rider in a black and red uniform is standing on a dirt bike,3.125,3.8585675
A person is riding a bike,A bike rider in a black and red uniform is standing on a dirt bike,3.0,2.9646504
A man in a purple suit is standing by a purple case and is playing a guitar,The man is putting away the guitar in the guitar case,3.0,4.457328
Nobody is sitting in the chairs and watching the ocean,Two adults are sitting in the chairs and are watching the ocean,3.875,3.282249
Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,2.5,3.079044
"A small boy in a shirt, which is yellow, is laughing on the beach",A small boy in a yellow shirt is laughing on the beach,5.0,4.6772265
A small boy in a yellow shirt is laughing on the beach,There is no small boy in a yellow shirt laughing on the beach,1.6249999999999998,2.478792
A small boy in a yellow shirt is laughing on the beach,The little boy is wearing a yellow tank top and is laughing,3.5,3.8555765
A small boy in a yellow shirt is laughing on the beach,A laughing boy is in a yellow tank and is wearing a top,2.625,3.908283
A little boy is wearing a yellow tank top and is laughing,There is no small boy in a yellow shirt laughing on the beach,3.25,1.9641346
A dog with long hair and a red vest is sitting in the grass,A dog with long hair and a red vest is running in the grass,3.875,3.9041543
A dog with long hair and a red vest is running in the grass,The dog in the red vest is running in the field,4.125,3.0368543
The person is standing dangerously on white ice,A person is standing in a vast field of glacial ice,3.75,4.117316
A blond boy is sliding down a dune of sand on a skateboard,A blond boy is sliding down a sand dune on a skateboard,4.875,4.895644
A blond boy is sliding down a dune of sand on a skateboard,A woman is snowboarding down an incline and another woman is standing behind her,1.125,0.18284476
A man is holding up an electronic device,The man is not taking a picture of himself and another guy,1.4812500000000002,1.857232
The brown dog and the black dog are in the grass,A little black dog is chasing a little brown dog,2.75,2.793994
A little black dog is chasing a little brown dog,A brown dog and a black dog are in the grass,3.0,3.0235772
A girl is surrounding brown dressed children who are closing the eyes,A girl in a brown dress is being surrounded by children and is closing her eyes,3.625,4.8246408
The sun is shining on the face of the girl who is in the dyed yellow dress,The sun is shining on the face of the girl who is in a yellow dress,4.75,4.535401
The sun is shining on the face of the girl who is in a yellow dress,Children are surrounding a girl in a brown dress who is closing her eyes,1.0,2.2175064
The sun is shining on the face of the girl who is in a yellow dress,A girl in a brown dress is being surrounded by children and is closing her eyes,1.875,2.1595569
Several women are wearing pink bunny ears and are pointing to the right,The women are wearing something right and pointing at several bunny ears,2.875,3.4599154
The goal is being guarded by a hockey player in a yellow jersey,A hockey player in a yellow jersey is guarding the goal,4.875,4.0790057
A hockey player in a yellow jersey is guarding the goal,There is no hockey player in a yellow jersey guarding the goal,2.875,4.4891715
The small boy is standing in the forest,A small boy is standing in the forest,5.0,4.757221
"A child, who looks young, is standing in front of some trees",A small boy is standing in the forest,3.25,3.29474
The bicyclist is speeding on a city street,The bicyclist is riding on a city street,3.625,4.692423
The woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,5.0,5.0
A woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is parking a blue bicycle and is wearing lots of riding helmets,2.625,0.6080278
A pet dog is standing on the bank and is looking at another brown dog in the pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,4.375,4.379777
The tan dog is watching a brown dog that is swimming in a pond,"A pet dog is standing on the bank and is looking at another dog, which is brown, in the pond",3.5,3.805982
A pet dog is standing on the bank and is looking at another brown dog in the pond,The tan dog is watching a brown dog that is swimming in a pond,3.25,4.102381
A young girl is dancing,A young girl is standing challengingly on one leg,2.375,2.2474575
A young girl is standing on one leg,A young girl is standing still,3.75,3.199522
A bee is clinging to a yellow flower,There is no small bee landing on a bunch of yellow flowers,3.625,2.9744475
A bee is taking off from a yellow flower,A small bee is landing on a bunch of yellow flowers,2.0,3.177763
Four people are walking across thick snow and the sun is setting,Nobody is treading through the snow of the beautiful snowy landscape,2.875,1.9909863
The young boys are not posing with a green soccer ball in a park,The young boys are posing with a green soccer ball in a park,3.125,3.6015568
Four boys are kneeling next to each other in front of a ball,There are no boys kneeling next to each other in front of a ball,4.125,3.2709389
Some boys are kneeling next to each other in front of a ball,The young boys are posing with a green soccer ball in a park,3.625,2.6632268
The young kids are posing with a green soccer ball in a park,Four boys are kneeling next to each other in front of a ball,2.375,2.7485905
The young boys are posing with a green soccer ball in a park,Four boys are kneeling next to each other in front of a ball,3.125,2.7700422
A tan dog is running through the brush,A white dog with beige spots is speeding through a field,2.625,3.3709943
A horse and its rider are leaping over a barrier,The horse is leaping over the rider at the barrier,3.125,2.7531495
A hurdle is being leapt by a horse that has a rider on its back,A horse is leaping a hurdle and has a rider on its back,4.875,4.3047256
Football players in red and white are jumping and hugging each other,There are no football players in red and white jumping and hugging each other,3.60625,4.381111
Two teammates are lifting a football player in a red and white uniform,A football player in a red and white uniform is being lifted by two teammates,4.875,2.4937584
A football player in a red and white uniform is being lifted by two teammates,There are no football players in red and white jumping and hugging each other,2.875,3.1564639
A white woman is standing on a woman dressed in blue on a stage,A woman in a white dress and a woman in a blue dress are standing on a stage,3.375,3.0007377
Two teenage girls are wearing fancy dresses at an event,A woman in a white dress and a woman in a blue dress are standing beside a stage,3.3125,1.8847201
There is no woman with black hair standing in front of a plywood wall,Two women with black hair are standing in front of a plywood wall,3.25,2.340958
A classroom full of students is looking in the same direction inside a bamboo structure,A classroom full of students is looking attentively in the same direction inside a bamboo structure,4.75,4.541516
A boy is jumping off a platform and two other boys are standing and watching,A boy is jumping on a platform and two other boys are sitting absentmindedly,3.75,2.9049103
Three boys are jumping off a platform,Nobody is jumping off a platform,3.5,2.0727208
Some boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and watching,3.75,3.712059
A group of kids is staring at a colorful structure,A group of kids is playing on a colorful structure,2.375,3.895061
"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",A group of kids is playing on a colorful structure,3.5,3.225659
A group of people is sitting relaxed on both sides of a red stone monument,The group of people is sitting on the ground outside a monument,3.875,2.920073
The group of people is sitting on the ground outside a monument,A group of people is standing on both sides of a red stone structure,3.125,3.6929789
A little child in a pink sweater is climbing a concrete staircase,A small child in a pink sweater is climbing a concrete staircase,4.75,4.5536637
A small child in a pink sweater is climbing a concrete staircase,A small child is lying outdoors in a grassy area,1.5000000000000002,2.1153195
The black bird is sitting comfortably in a leafless tree,The black bird is sitting in a leafless tree,4.875,4.3194647
The black bird is not sitting in a leafless tree,The black bird is sitting in a leafless tree,3.375,2.504776
"A bird, which is black, is sitting on a dead tree",A black bird is sitting on a dead tree,5.0,4.641624
The black bird is not sitting in a leafless tree,A black bird is sitting on a dead tree,3.5,2.1312382
The black bird is sitting in a leafless tree,A black bird is sitting on a dead tree,4.375,4.338925
A child is making a snow ball,A kid in orange is playing outside with a snowball,3.375,3.1682923
The people are not sitting on a bench in front of a restaurant,The people are sitting on a bench in front of a restaurant,3.125,3.0149858
Three people are sitting on a bench under some palm trees,The people are sitting in a restaurant in front of the beach,3.0,2.850808
A few people are sitting on a bench under some palm trees,The people are sitting on a bench in front of a restaurant,3.0,2.7643416
Three boys are rocking the walk along the river,Three boys are walking on rocks along a river,3.125,3.6624959
The men in brown shorts are walking on the rocks beside a river,The men in brown shorts are not walking on the rocks beside a river,4.125,2.6900907
Three boys are walking on rocks along a river,The men in brown shorts are not walking on the rocks beside a river,3.0,1.7693598
A dog is jumping for a Frisbee in the snow,The dog is jumping for a Frisbee in the snow,5.0,4.714445
A black dog in the snow is jumping off the ground and catching a stick,A dog is jumping for a Frisbee in the snow,2.5,2.1389446
There is no man dressed in black wearing an elaborate black mask,A man dressed in black is wearing an elaborate black mask,3.0,3.3373141
A man is holding a mask in his raised hand,A mask is being held by a man in his raised hand,5.0,4.854428
A man dressed in black is wearing an elaborate black mask,There is no man holding a mask in his raised hand,2.25,1.7900773
A man is holding a mask in his raised hand,A man elegantly dressed in black is wearing an elaborate black mask,2.75,2.9903722
A man is holding a mask in his raised hand,There is no man dressed in black wearing an elaborate black mask,2.25,3.0914097
"Two children are peering over a ledge, which is rusty",Two children are peering over a rusty ledge,4.875,4.622347
"The player in purple, white and black is playing near the end of the field",The black player is making the white player a play near the end of a purple field,2.875,4.28553
A man is naked and is lying in the field,A man is wearing a sports uniform and is running down the field,1.6249999999999998,1.9480681
The black player is making the white player a play near the end of a purple field,A man is wearing a sports uniform and is running down the field,1.6249999999999998,2.8905203
One person is riding a bicycle in the sand beside the ocean,A man on a bicycle is riding on the beach,3.625,4.3113346
There is no seabird flying over some rocks,A seabird is flying over some rocks,3.375,4.057037
There is no little boy running on the ground and playing with a little girl,A little boy is running on the ground and playing with a little girl,3.625,3.1374884
The kids are not chasing each other in the sand,A little boy is running on the ground and playing with a little girl,2.0,2.6225207
A daughter is being pushed by her father on a go-kart and another girl is watching,A father is pushing his daughter on a go-kart and another girl is watching,4.375,4.738448
A daughter is being pushed by her father on a go-kart and another girl is watching,Two small children are playing with a toy car in the street,1.6249999999999998,2.4258819
A father is pulling his daughter on a go-kart and another girl is looking away,Two small children are playing with a toy car in the street,1.6249999999999998,2.9316807
"Two children, who are small, are playing with a toy car in the street",A father is pushing his daughter on a go-kart and another girl is watching,1.5000000000000002,2.5874221
Two small children are idling in the street,A father is pushing his daughter on a go-kart and another girl is watching,0.625,2.824443
A dog is running up a hill full of grass,A dog is running up a grassy hill,4.875,4.7034345
A dog is running uphill,There is no dog running up a grassy hill,3.875,2.8601635
Two white dogs are running and jumping along a beach,Two dogs are playing on the beach,3.9812499999999993,3.5757563
One girl is jumping off a rock and another is standing on it,A young girl in a winter coat is jumping off a boulder into the sand at a beach,2.25,3.285609
The man with brown hair is not wearing sunglasses and is not sitting at a table with cans of soda and other drinks,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,2.875,3.223665
A young man with brown hair and shades is sitting in front of some cans of soda,A young man with brown hair and sunglasses is sitting in front of some cans of soda,5.0,4.8178205
There is no man holding a sign and seeking money,A man is holding a sign and is seeking money,2.625,2.0646057
There is no man holding a sign and seeking money,A bearded man is standing by a shopping cart and is holding a cardboard sign,3.0,2.2359848
A bearded man is standing by a shopping cart and is holding a cardboard sign,A man is seeking a sign and is holding some money,2.625,2.0853574
A large crowd in warm clothing is posing for a camera,A crowd is posing for a large camera man in heavy clothing,4.125,4.52166
"Two men, a woman, and two young boys are sitting in front of a large gathering of people outside a building","Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",3.5,4.730762
"Two men, a woman, and two young boys are standing aimlessly in front of a large gathering of people outside a building",A large crowd in warm clothing is posing for a camera,1.25,1.3853089
There is no little girl with blond hair smiling and sitting on a swing,A little girl with blond hair is smiling and sitting on a swing,3.375,3.4489954
A little girl with blond hair is smiling and sitting on a swing,A blond kid in green is sitting on a swing,3.375,3.2978916
A white man is staging a hat and a playing guitar,A man in a white hat is playing guitar on stage,2.5,4.351163
A man in a white hat is playing guitar on stage,Four people are performing music outdoors,1.75,2.2234063
There is no man in a red uniform making a jump in a dirt bike race,A man in a red uniform is making a jump in a dirt bike race,3.0,3.7801504
A man in a red uniform is swiftly making a jump in a dirt bike race,A man is participating in a bmx race,3.875,3.3321202
There is no family posing by the mantel and the Christmas tree,A family is posing by the mantel and the Christmas tree,3.375,4.112316
A family is posing by the mantel and the Christmas tree,A sad family is posing by the fireplace,3.75,3.0662792
Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,4.625,4.454031
Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen kids are dueling with sticks,1.75,0.81020725
Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen boys are playing with cards,1.375,2.212782
Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen boys are dueling with sticks,2.0,0.8546276
A soccer player is being tackled by his opponent,Some people playing rugby are tackling each other,2.0,1.5515969
Rugby players are not tackling each other,A soccer player is being tackled by his opponent,1.875,2.2575793
Rugby players are tackling each other,An opponent is tackling a soccer player,2.375,3.5643342
A soccer player is being tackled by his opponent,Rugby players are tackling each other,1.125,1.7054058
A white dog is standing on fallen leaves,One white dog is standing on the leaves on the ground,4.375,4.3774343
Two girls are not playing inside the jumper house,Two girls are playing inside a jumper house,3.75,3.278184
A child in light colored clothing is standing with his arms extended outward,Two girls are happily playing inside a jumper house,1.125,1.1284512
Two girls are playing inside a jumper house,A child in light colored clothing is standing with his arms extended outward,0.625,0.7647759
The boy and girl are not playing on a playground,The boy and girl are playing on the outdoor gym,2.5,2.5118556
A boy and a girl are playing on the outdoor gym,Some children are playing on a playground,3.5,3.71722
The motocross rider is wearing blue and black pants,"A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching",3.125,2.4320045
The rider on the blue and black motocross bike is not wearing the pants,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",2.75,2.8061485
"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",The motocross rider is wearing blue and black pants,3.0,3.5177624
A young Asian woman with pink gloves is standing in the snow,A female wearing pink gloves and a brown jacket is not smiling in the snow,3.2687500000000003,3.4341607
A female wearing pink gloves and a brown jacket is smiling in the snow,There is no young Asian woman with pink gloves standing in the snow,1.875,2.7899606
A man is drinking orange juice and walking,A man is spilling orange juice and standing still,2.75,1.9133418
A man is drinking orange juice and walking on a sunny day,There is no man drinking orange juice and walking on a sunny day,3.375,3.4315941
Orange juice is being drunk by a man who is walking on a sunny day,A man is drinking orange juice and walking,4.25,4.189967
A man is spilling orange juice and standing still,A man is drinking orange juice and walking on a sunny day,2.0,1.8906987
A man on inline skates is skating at a skate park,A man on inline skates is skating at a park built for skating,4.625,3.8934968
A black dog with a red collar is putting its face in the water,There is no black dog with a red collar putting its face in the water,3.5,2.8085573
A black dog with a red collar is putting its face in the water,A dog with a black coat is standing in shallow water,2.25,3.4328952
A black dog with a red collar is putting its face in the water,A black dog is standing in deep water,3.25,2.6848888
The crowd is not watching a football game,A group of football players is running in the field,2.125,3.5238876
A group of football players is running in the field,The crowd is watching the football at the game,2.125,2.4850514
The crowd is watching a football game,A group of football players is running in the field,3.5,2.9729445
The group of people is standing together and looking at the camera,A group of people is standing together and looking at the camera,5.0,5.0
An oriental man and two women are facing a camera,There is no group of people standing together and looking at the camera,2.75,2.9920826
A small girl is riding in a toy car,A small girl is getting out of a toy car,4.0,2.9888172
A little boy in clothes dyed in red is jumping into the air,A little boy in red clothes is jumping into the air,4.5,4.394617
A little boy in red clothes is jumping onto the ground,A child in a red outfit is jumping on a trampoline,3.0,2.323502
Three men and a woman are standing still for a picture,Three men and a woman are posing for a picture,4.4375,4.1918488
A woman and three men are posing for a photo,Three men and a woman are running away from a picture,2.5,2.5986583
Three men and a woman are posing for a picture,A woman is posing for three men for a photo,3.375,3.5049336
A wet boy is cheerfully jumping around on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,4.875,4.9087925
A wet boy is standing still on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,2.375,3.56173
A wet boy is standing still on dirty and wet grass,A young boy covered in grass is jumping near a wooden fence,1.875,1.9164592
A wet boy is jumping around on dirty and wet grass,There is no young boy covered in grass jumping near a wooden fence,2.625,2.1181724
The black dog is walking through the tall grass,The black dog is not running through the grass,4.25,2.1848536
The black dog is running through the grass,The black dog is walking through the tall grass,4.0,3.7009902
A black climber is rocking a dog,The black dog is climbing on a rock,1.125,1.9303246
The black dog is climbing on a rock,There is no dog standing with its two front paws on a rock in the field,2.375,1.8860828
A young child with hair of black color is taking a picture with a camera,A young child with black hair is taking a picture with a camera,4.875,4.580521
A child is holding a camera in front of his face,There is no child holding a camera in front of his face,3.375,2.8096209
Two small boys dressed in tuxedos are sitting on a red carpeted floor,Some boys being dressed with a carpet are sitting on two red tuxedos ,2.625,2.8426704
"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",Two little boys are wearing tuxedos,4.0,4.108686
A brown dog is carrying a colored toy in the grass,A brown dog is dropping a colored toy from its mouth,3.375,3.5438304
A colored toy is being carried by a brown dog in the grass,A brown dog is running across the yard with a toy in its mouth,3.875,2.5648906
A brown dog is running across the yard with a toy in its mouth,A brown dog is dropping a colored toy from its mouth,3.875,2.5163536
A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,3.625,2.8330665
A brown dog is running across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,3.75,2.8436503
The person with the green shirt is jumping high over the grass,A person with a green shirt is jumping high over the grass,4.875,5.0
A person with a green shirt is jumping onto the grass,A person with a green shirt is jumping high over the grass,4.0,4.609698
"A boy, who is young, is jumping in the air with his knees bent and arms spread",A person with a green shirt is jumping high over the grass,2.5,2.1448374
A person with a green shirt is jumping high over the grass,A young boy is jumping in the air with his knees bent and arms spread,2.375,2.23991
A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,3.0,3.1572537
A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is silent and is leaving a purse and a yellow bag on the near ledge,2.875,3.7582667
A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag,2.875,4.6742606
A woman in a black shirt is sitting next to a fluorescent green bag,A woman is silent and is leaving a purse and a yellow bag on the near ledge,1.75,2.4359064
A bird is resting its wings in the water,A bird is flapping its wings on the water,3.375,2.768821
A bird is resting its wings in the water,A brown duck with a green head is flapping its wings in the water,2.5,2.2722728
A furry brown dog is running through the grassy area,The furry brown dog is running through the grassy area,5.0,5.0
The brown dog is playing outdoors,The furry brown dog is running through the grassy area,3.1875,3.436088
The elderly lady is anxiously waiting on the sidewalk,The elderly lady is waiting on the sidewalk,4.625,4.2765007
The elderly lady is waiting on the sidewalk,A lady in a fur hat and fur coat is standing outside a building,3.0,1.8497591
